rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,eta1,eta2,eta3,eta4,eta5,eta6,count_eta1,count_eta2,count_eta3,count_eta4,count_eta5,count_eta6,link
2.329,2.0,223100000.0,63900000.0,79600000.0,2637.401615,Cube_8.0599575_2.0_20250606-124251,Siliconium,8.0599575,0.2,0.24814026624830218,5846.174706140654,1.5396688,2.084126,2.212271,2.2635756,2.3600265,2.5088701,2,3,1,3,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.2_20250606-124251.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,2654.595643,Cube_8.0599575_2.0_20250606-124331,Germanium,8.0599575,0.2,0.24814026624830218,3550.4469426244787,1.5395897,2.0811599,2.2116679,2.2597194,2.3398016,2.5001047,2,3,1,3,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.2_20250606-124331.json&mode=6&magnif=6
3.515,2.0,1280000000.0,124000000.0,578000000.0,2640.607431,Cube_8.0599575_2.0_20250606-124227,Carbonium,8.0599575,0.3,0.24814026624830218,12823.342868880141,1.7735591,2.360479,2.4893786,2.5935511,2.6253248,2.7345286,2,3,3,3,1,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.3_20250606-124227.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,2637.401615,Cube_8.0599575_2.0_20250606-124251,Siliconium,8.0599575,0.3,0.24814026624830218,5846.174706140654,1.7742406,2.3954188,2.6195614,2.6306834,2.7298643,2.8533376,2,3,3,1,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.3_20250606-124251.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,2654.595643,Cube_8.0599575_2.0_20250606-124331,Germanium,8.0599575,0.3,0.24814026624830218,3550.4469426244787,1.7741608,2.3923081,2.6177735,2.6299487,2.7059781,2.8413139,2,3,3,1,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.3_20250606-124331.json&mode=6&magnif=6
3.515,2.0,1280000000.0,124000000.0,578000000.0,2640.607431,Cube_8.0599575_2.0_20250606-124227,Carbonium,8.0599575,0.4,0.24814026624830218,12823.342868880141,1.9782913,2.6313631,2.7790288,2.8813863,2.9848056,3.0347443,2,3,3,3,1,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.4_20250606-124227.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,2637.401615,Cube_8.0599575_2.0_20250606-124251,Siliconium,8.0599575,0.4,0.24814026624830218,5846.174706140654,1.978993,2.6678233,2.8908226,2.9909846,3.0501079,3.1821181,2,3,3,1,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.4_20250606-124251.json&mode=6&magnif=6
5.323,2.0,182500000.0,48300000.0,67100000.0,2654.595643,Cube_8.0599575_2.0_20250606-124331,Germanium,8.0599575,0.4,0.24814026624830218,3550.4469426244787,1.9789103,2.6645425,2.8899553,2.9901381,3.0231599,3.168035,2,3,3,1,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.4_20250606-124331.json&mode=6&magnif=6
3.515,2.0,1280000000.0,124000000.0,578000000.0,2640.607431,Cube_8.0599575_2.0_20250606-124227,Carbonium,8.0599575,0.5,0.24814026624830218,12823.342868880141,2.162826,2.8756165,3.039612,3.1092796,3.3053652,3.3315154,2,3,3,3,1,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.5_20250606-124227.json&mode=6&magnif=6
2.329,2.0,223100000.0,63900000.0,79600000.0,2637.401615,Cube_8.0599575_2.0_20250606-124251,Siliconium,8.0599575,0.5,0.24814026624830218,5846.174706140654,2.1635553,2.9137941,3.11696,3.3122692,3.3377655,3.4920366,2,3,3,1,3,2,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_new_run\Cube_8.0599575_2.0_0.5_20250606-124251.json&mode=6&magnif=6
