rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,ne,eta1,eta2,eta3,eta4,eta5,eta6,count_eta1,count_eta2,count_eta3,count_eta4,count_eta5,count_eta6,link
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.1,0.402997875,5846.174706140654,64,0.8006405,0.9095135,0.9175529,0.999471,1.0852777,1.1028158,2,1,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.1_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.1,0.402997875,5846.174706140654,64,0.8006405,0.9095135,0.9175529,0.999471,1.0852777,1.1028158,2,1,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.1_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.1,0.402997875,5846.174706140654,64,0.8006405,0.9095135,0.9175529,0.999471,1.0852777,1.1028158,2,1,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.1_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.1,0.402997875,5846.174706140654,27,0.8422473,0.9502349,0.9791827,1.0431892,1.1617514,1.1794101,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.1_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.1,0.402997875,5846.174706140654,125,0.7817717,0.8763527,0.9000002,0.9793024,1.0412877,1.0711613,2,1,3,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.1_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,0.2,0.402997875,5846.174706140654,216,0.9533082,1.0829177,1.126502,1.2470887,1.3023104,1.3302887,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.2_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,0.2,0.402997875,5846.174706140654,1000,0.9356666,1.0636738,1.0874383,1.2241685,1.2699735,1.2807887,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.2_20250801-193202.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.2,0.402997875,5846.174706140654,64,0.9868174,1.1163493,1.2012964,1.2908355,1.3584069,1.4271941,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.2_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.2,0.402997875,5846.174706140654,64,0.9868174,1.1163493,1.2012964,1.2908355,1.3584069,1.4271941,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.2_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.2,0.402997875,5846.174706140654,64,0.9868174,1.1163493,1.2012964,1.2908355,1.3584069,1.4271941,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.2_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.2,0.402997875,5846.174706140654,27,1.0327995,1.1567618,1.3011201,1.3510662,1.4253284,1.525136,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.2_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.2,0.402997875,5846.174706140654,125,0.9652145,1.0952233,1.1530803,1.262604,1.3229817,1.3644244,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.2_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,0.3,0.402997875,5846.174706140654,216,1.1004084,1.2426432,1.3419668,1.4705075,1.5026856,1.5475014,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.3_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,0.3,0.402997875,5846.174706140654,1000,1.0804662,1.2204012,1.2933934,1.4419138,1.4665595,1.4981755,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.3_20250801-193202.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.3,0.402997875,5846.174706140654,64,1.1378625,1.2817458,1.4347002,1.5247638,1.5660506,1.6123278,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.3_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.3,0.402997875,5846.174706140654,64,1.1378625,1.2817458,1.4347002,1.5247638,1.5660506,1.6123278,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.3_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.3,0.402997875,5846.174706140654,64,1.1378625,1.2817458,1.4347002,1.5247638,1.5660506,1.6123278,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.3_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.3,0.402997875,5846.174706140654,27,1.1883796,1.329507,1.557743,1.5987614,1.6423843,1.6545009,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.3_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.3,0.402997875,5846.174706140654,125,1.1137792,1.2569783,1.3749634,1.4897983,1.5259473,1.5757407,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.3_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,0.4,0.402997875,5846.174706140654,216,1.2285771,1.3830862,1.5272718,1.6606748,1.6771018,1.6863163,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.4_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,0.4,0.402997875,5846.174706140654,1000,1.2065697,1.3580337,1.4707203,1.6269494,1.6372199,1.6502794,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.4_20250801-193202.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.4,0.402997875,5846.174706140654,64,1.2696479,1.4273647,1.6350668,1.7244486,1.7320551,1.7474724,2,3,1,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.4_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.4,0.402997875,5846.174706140654,64,1.2696479,1.4273647,1.6350668,1.7244486,1.7320551,1.7474724,2,3,1,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.4_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.4,0.402997875,5846.174706140654,64,1.2696479,1.4273647,1.6350668,1.7244486,1.7320551,1.7474724,2,3,1,3,2,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.4_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.4,0.402997875,5846.174706140654,27,1.3245134,1.4817007,1.7716813,1.7776641,1.8109446,1.8326997,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.4_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.4,0.402997875,5846.174706140654,125,1.2432777,1.3992896,1.5656545,1.6833831,1.7028829,1.7053478,2,3,1,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.4_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,0.5,0.402997875,5846.174706140654,216,1.3439915,1.5101576,1.6923851,1.7985911,1.827078,1.8341598,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.5_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,0.5,0.402997875,5846.174706140654,1000,1.3200916,1.4825154,1.6288309,1.7682758,1.7886383,1.7907213,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.5_20250801-193202.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.5,0.402997875,5846.174706140654,64,1.3884118,1.5591561,1.8134086,1.8403603,1.8996938,1.9110853,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.5_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.5,0.402997875,5846.174706140654,64,1.3884118,1.5591561,1.8134086,1.8403603,1.8996938,1.9110853,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.5_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.5,0.402997875,5846.174706140654,64,1.3884118,1.5591561,1.8134086,1.8403603,1.8996938,1.9110853,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.5_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.5,0.402997875,5846.174706140654,27,1.4473873,1.6194378,1.8804569,1.9732119,1.9979988,2.0045588,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.5_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.5,0.402997875,5846.174706140654,125,1.3599181,1.5280706,1.7354969,1.8153288,1.8529469,1.8623076,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.5_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,0.6,0.402997875,5846.174706140654,216,1.4499595,1.627161,1.8427526,1.9004379,1.9748944,1.9783833,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.6_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,0.6,0.402997875,5846.174706140654,1000,1.4243027,1.5971209,1.7728851,1.8720648,1.9315983,1.9322467,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.6_20250801-193202.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.6,0.402997875,5846.174706140654,64,1.4975086,1.6805063,1.9415002,1.9757079,2.0555232,2.0614366,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.6_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.6,0.402997875,5846.174706140654,64,1.4975086,1.6805063,1.9415002,1.9757079,2.0555232,2.0614366,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.6_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.6,0.402997875,5846.174706140654,64,1.4975086,1.6805063,1.9415002,1.9757079,2.0555232,2.0614366,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.6_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.6,0.402997875,5846.174706140654,27,1.5603673,1.7462392,1.9827218,2.1510498,2.162579,2.1648506,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.6_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.6,0.402997875,5846.174706140654,125,1.4670281,1.6466512,1.8901289,1.9165973,2.0036087,2.0087485,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.6_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,0.7,0.402997875,5846.174706140654,216,1.5485324,1.7362021,1.9817378,1.9956727,2.1076879,2.1125623,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.7_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,0.7,0.402997875,5846.174706140654,1000,1.5212291,1.7039249,1.906077,1.9678688,2.0614722,2.0626219,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.7_20250801-193202.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.7,0.402997875,5846.174706140654,64,1.5990256,1.7935898,2.0370815,2.1256462,2.1951137,2.2013701,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.7_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.7,0.402997875,5846.174706140654,64,1.5990256,1.7935898,2.0370815,2.1256462,2.1951137,2.2013701,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.7_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.7,0.402997875,5846.174706140654,64,1.5990256,1.7935898,2.0370815,2.1256462,2.1951137,2.2013701,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.7_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.7,0.402997875,5846.174706140654,27,1.6655648,1.8643781,2.079655,2.3096906,2.3138587,2.3152647,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.7_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.7,0.402997875,5846.174706140654,125,1.5666737,1.7571607,2.0118068,2.0330281,2.1388152,2.1450125,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.7_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,0.8,0.402997875,5846.174706140654,216,1.6410978,1.8387312,2.0858717,2.1115914,2.2284309,2.2385808,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.8_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,0.8,0.402997875,5846.174706140654,1000,1.6122402,1.804352,2.0305474,2.0580484,2.1793028,2.1856531,2,3,1,2,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.8_20250801-193202.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.32496,Cube_4.0_1.0_20250801-194730,Silicon cubic,2.481402662483022,0.8,0.402997875,5846.174706140654,64,1.6943784,1.8999093,2.128066,2.2656807,2.3212479,2.3328217,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.8_20250801-194730.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.645657,Cube_4.0_1.0_20250801-194939,Silicon cubic,2.481402662483022,0.8,0.402997875,5846.174706140654,64,1.6943784,1.8999093,2.128066,2.2656807,2.3212479,2.3328217,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.8_20250801-194939.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,57.297474,Cube_4.0_1.0_20250801-195531,Silicon cubic,2.481402662483022,0.8,0.402997875,5846.174706140654,64,1.6943784,1.8999093,2.128066,2.2656807,2.3212479,2.3328217,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.8_20250801-195531.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,9.849624,Cube_4.0_1.0_20250801-195656,Silicon cubic,2.481402662483022,0.8,0.402997875,5846.174706140654,27,1.7644193,1.9754292,2.1720784,2.4469645,2.4479039,2.4685778,2,3,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.8_20250801-195656.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,225.841021,Cube_4.0_1.0_20250801-195713,Silicon cubic,2.481402662483022,0.8,0.402997875,5846.174706140654,125,1.6602534,1.8610676,2.102211,2.1665191,2.2614987,2.2730014,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.8_20250801-195713.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,710.866402,Cube_4.0_1.0_20250801-193201,Silicon cubic,2.481402662483022,0.9,0.402997875,5846.174706140654,216,1.7286507,1.9358012,2.1719363,2.2339074,2.3396793,2.3577888,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.9_20250801-193201.json&mode=6&magnif=6
2.329,1.0,166000000.0,63900000.0,79600000.0,13433.215074,Cube_4.0_1.0_20250801-193202,Silicon cubic,2.481402662483022,0.9,0.402997875,5846.174706140654,1000,1.6983173,1.8994346,2.143804,2.1478142,2.2881756,2.302021,2,3,2,1,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Cubos_Enmallado\Cube_4.0_1.0_0.9_20250801-193202.json&mode=6&magnif=6
