rho,l,C11,C12,C44,duration,name,material,R,z1,l/R,Ct,eta1,eta2,eta3,eta4,eta5,eta6,count_eta1,count_eta2,count_eta3,count_eta4,count_eta5,count_eta6,link
2.329,2.0,166000000.0,63900000.0,79600000.0,15753.982727,Sphere_10.0_2.0_20250612-133014,Silicon cubic,5.0,0.6,0.4,5846.174706140654,1.7579372,1.8337415,2.0190259,2.2386199,2.456882,2.5439723,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.6_20250612-133014.json&mode=6&magnif=6
5.323,2.0,128900000.0,48300000.0,67099999.99999999,15716.187023,Sphere_10.0_2.0_20250612-133020,Germanium cubic,5.0,0.6,0.4,3550.446942624478,1.7129405,1.7758788,2.0158429,2.2303307,2.3810317,2.4664278,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.6_20250612-133020.json&mode=6&magnif=6
3.515,2.0,1079000000.0,124000000.0,578000000.0,15794.748686,Sphere_10.0_2.0_20250612-133032,Carbon cubic,5.0,0.6,0.4,12823.342868880141,1.9303715,2.0289474,2.0390637,2.2278724,2.3655798,2.6688009,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.6_20250612-133032.json&mode=6&magnif=6
2.329,2.0,166000000.0,63900000.0,79600000.0,15753.982727,Sphere_10.0_2.0_20250612-133014,Silicon cubic,5.0,0.7,0.4,5846.174706140654,1.8738119,1.9293946,2.1516547,2.3584173,2.620382,2.7319124,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.7_20250612-133014.json&mode=6&magnif=6
5.323,2.0,128900000.0,48300000.0,67099999.99999999,15716.187023,Sphere_10.0_2.0_20250612-133020,Germanium cubic,5.0,0.7,0.4,3550.446942624478,1.8258668,1.868503,2.1482982,2.3503654,2.5395384,2.6486588,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.7_20250612-133020.json&mode=6&magnif=6
3.515,2.0,1079000000.0,124000000.0,578000000.0,15794.748686,Sphere_10.0_2.0_20250612-133032,Carbon cubic,5.0,0.7,0.4,12823.342868880141,2.057506,2.1481109,2.1621288,2.3485108,2.521614,2.7990068,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.7_20250612-133032.json&mode=6&magnif=6
2.329,2.0,166000000.0,63900000.0,79600000.0,15753.982727,Sphere_10.0_2.0_20250612-133014,Silicon cubic,5.0,0.8,0.4,5846.174706140654,1.9829009,2.01962,2.2765281,2.4710056,2.7741268,2.9077215,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.8_20250612-133014.json&mode=6&magnif=6
5.323,2.0,128900000.0,48300000.0,67099999.99999999,15716.187023,Sphere_10.0_2.0_20250612-133020,Germanium cubic,5.0,0.8,0.4,3550.446942624478,1.9321791,1.9558719,2.2730045,2.4630769,2.6885828,2.8191264,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.8_20250612-133020.json&mode=6&magnif=6
3.515,2.0,1079000000.0,124000000.0,578000000.0,15794.748686,Sphere_10.0_2.0_20250612-133032,Carbon cubic,5.0,0.8,0.4,12823.342868880141,2.1772004,2.2506156,2.2875328,2.4617141,2.6684826,2.9229712,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.8_20250612-133032.json&mode=6&magnif=6
2.329,2.0,166000000.0,63900000.0,79600000.0,15753.982727,Sphere_10.0_2.0_20250612-133014,Silicon cubic,5.0,0.9,0.4,5846.174706140654,2.086277,2.105392,2.3948727,2.5777634,2.9197012,3.0734848,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.9_20250612-133014.json&mode=6&magnif=6
5.323,2.0,128900000.0,48300000.0,67099999.99999999,15716.187023,Sphere_10.0_2.0_20250612-133020,Germanium cubic,5.0,0.9,0.4,3550.446942624478,2.0329232,2.0389289,2.3911883,2.5698867,2.8297033,2.9798527,3,2,2,3,3,1,https://zibramax.github.io/FEMViewer/?mesh=https://raw.githubusercontent.com/ZibraMax/non-local-frequencies-nanostructures/refs/heads/main/Esferas_cubic_material\Sphere_10.0_2.0_0.9_20250612-133020.json&mode=6&magnif=6
